platform,post_id,posted_at,weekday,caption,hashtags,media_type,followers,views,likes,comments,shares,saves,engagement,engagement_rate,popularity_label
instagram,post_8747,24-04-2024 01:00,4,viral post about food 🔥,#photography #coding,image,9758,14170,450,169,52,8,679,0.069583931,high
instagram,post_8748,14-01-2024 10:00,5,bold post about fitness 🍔,#coding,image,7914,11188,435,134,32,48,649,0.082006571,high
instagram,post_8749,22-01-2024 10:00,3,fresh post about travel 🚀,#coding #fashion #ai,image,15687,2947,90,23,7,2,122,0.00777714,low
instagram,post_8750,05-08-2024 06:00,3,fresh post about startup 🎵,#design #photography,carousel,17613,16590,727,280,54,100,1161,0.06591722,high
tiktok,post_8751,23-01-2024 21:00,6,amazing post about food 🎵,#design #photography #fitness #fashion,image,18975,23428,732,157,73,57,1019,0.05370224,medium
instagram,post_8752,21-09-2024 02:00,5,fun post about fitness ✨,#music #travel #food #coding,video,2212,665,42,7,3,1,53,0.023960217,low
instagram,post_8753,10-07-2024 05:00,1,viral post about travel 🍔,#food #design #coding,image,86147,20291,1182,264,119,26,1591,0.018468431866460817,low
instagram,post_8754,13-08-2024 14:00,0,fun post about design ✨,#photography #ai #food #fashion,image,8006,3415,132,35,14,9,190,0.023732200849362978,low
linkedin,post_8755,26-01-2025 16:00,1,fresh post about food 🔥,#fitness,carousel,27353,12459,213,271,41,59,584,0.021350491719372647,low
linkedin,post_8756,13-07-2024 06:00,3,viral post about photography 💻,#fashion #photography,image,755,1094,44,16,10,4,74,0.098013245,high
instagram,post_8757,21-10-2024 10:00,1,bold post about travel 💡,#startup #coding #design #food,image,6314,7461,213,53,30,5,301,0.04767184,medium
instagram,post_8758,28-11-2024 17:00,0,deep post about fitness 🎯,#ai #coding,image,1980,270,10,2,1,0,13,0.006565657,low
instagram,post_8759,10-08-2024 22:00,0,catchy post about ai 🍔,#music #startup #ai,video,3524,4194,224,37,7,10,278,0.078887628,high
twitter,post_8760,07-04-2024 21:00,0,bold post about startup ✨,#design #music,video,8623,2552,155,19,40,4,218,0.025281224631798677,low
instagram,post_8761,10-03-2024 02:00,3,insightful post about design 🎵,#startup,image,5897,3349,95,22,28,11,156,0.026454129218246566,low
tiktok,post_8762,25-05-2024 17:00,0,bold post about food 💪,#music #ai #travel,image,30252,15484,550,226,71,50,897,0.029650932169773898,low
twitter,post_8763,23-07-2024 16:00,2,catchy post about food 🎵,#travel #design #fitness #photography,video,47624,21190,1481,91,303,52,1927,0.040462791869645555,medium
linkedin,post_8764,05-09-2024 21:00,2,amazing post about music 💡,#music #photography #startup,image,3181,1583,53,20,8,2,83,0.026092423766111286,low
instagram,post_8765,05-02-2025 19:00,6,insightful post about travel 🎵,#fitness #design,carousel,5075,5803,278,112,32,34,456,0.089852217,high
tiktok,post_8766,10-12-2024 07:00,5,catchy post about photography 📸,#startup #ai,carousel,2989,1304,44,30,0,5,79,0.026430244228839078,low
tiktok,post_8767,20-05-2024 13:00,6,trending post about fashion 💡,#ai #food,video,25842,31295,1941,340,197,36,2514,0.097283492,high
instagram,post_8768,05-02-2024 17:00,0,bold post about food 🍔,#travel #design,image,9599,1746,39,15,15,3,72,0.007500781,low
twitter,post_8769,03-04-2024 19:00,2,quick post about design ✈️,#fashion #food #music,video,8469,7732,265,60,116,22,463,0.054669973,medium
instagram,post_8770,29-07-2024 22:00,0,catchy post about fitness 🚀,#fitness #food #photography,carousel,11175,14542,629,340,69,93,1131,0.10120805369127517,high
instagram,post_8771,10-06-2024 12:00,3,viral post about design ✈️,#coding #design,video,6036,995,62,7,6,1,76,0.012591119946984758,low
instagram,post_8772,27-05-2024 14:00,2,trending post about travel 💻,#photography #fashion #fitness #music,carousel,3541,3436,113,70,21,18,222,0.062694154,medium
twitter,post_8773,17-02-2025 12:00,3,catchy post about music ✨,#fashion #coding #startup,video,8627,6831,336,64,104,18,522,0.060507708,medium
twitter,post_8774,15-08-2024 08:00,2,fresh post about fitness ✈️,#ai,video,6304,3349,124,38,55,4,221,0.035057107,medium
linkedin,post_8775,20-02-2024 14:00,4,fresh post about coding 🔥,#music #startup #travel,image,11564,2266,100,44,15,6,165,0.014268419,low
instagram,post_8776,15-02-2025 02:00,4,viral post about startup 🚀,#startup,video,1684,1736,91,21,4,4,120,0.071258907,high
linkedin,post_8777,05-11-2024 03:00,5,bold post about fitness 🎯,#ai #travel #food #coding,image,9863,4917,161,71,13,15,260,0.026361147723816283,low
instagram,post_8778,27-06-2024 00:00,5,viral post about fitness 🍔,#photography,carousel,4167,2256,77,56,5,11,149,0.035757139428845695,medium
tiktok,post_8779,31-01-2024 07:00,5,quick post about fashion 📸,#fashion,carousel,9526,10388,367,256,20,57,700,0.073483099,high
instagram,post_8780,06-01-2025 11:00,6,fun post about design 🍔,#coding #fashion #startup #photography,carousel,20132,28602,836,669,189,171,1865,0.092638585,high
instagram,post_8781,13-12-2024 05:00,3,bold post about food 💡,#startup #ai,video,4745,2532,160,27,16,4,207,0.043624868,medium
linkedin,post_8782,11-02-2024 01:00,2,bold post about design 🎵,#fitness #design #ai,image,26915,30488,1421,386,179,40,2026,0.075274011,high
instagram,post_8783,27-08-2024 12:00,4,fresh post about ai 💡,#fashion #fitness #photography #travel,image,1521,2185,89,6,18,2,115,0.075608153,high
tiktok,post_8784,09-05-2024 00:00,0,viral post about ai 🔥,#fitness,video,38042,7298,341,77,31,5,454,0.011934178,low
twitter,post_8785,11-04-2024 23:00,1,catchy post about photography 🚀,#fitness #coding,carousel,28058,22933,545,511,312,119,1487,0.052997362606030364,medium
twitter,post_8786,01-07-2024 22:00,4,fun post about ai 💡,#coding #fitness #food,video,3438,227,10,1,3,0,14,0.004072135,low
twitter,post_8787,02-01-2024 05:00,6,amazing post about startup 🎵,#food #ai #fitness #fashion,image,3466,4320,193,48,74,12,327,0.094345066,high
tiktok,post_8788,18-12-2024 20:00,4,fresh post about design 💪,#fashion #food #design,text,1917,893,41,7,3,2,53,0.027647366,low
instagram,post_8789,15-09-2024 23:00,0,bold post about music 🍔,#travel #coding,text,20461,10895,283,125,96,19,523,0.025560823,low
tiktok,post_8790,23-04-2024 18:00,4,bold post about coding 🚀,#startup #fitness #food,video,5923,6198,205,50,30,11,296,0.049974674995779164,medium
linkedin,post_8791,10-01-2024 04:00,4,catchy post about music 💡,#ai #startup,video,5511,6581,262,84,39,22,407,0.073852295,high
instagram,post_8792,03-11-2024 22:00,4,fresh post about fitness 💪,#design #photography #travel #startup,carousel,2736,1723,87,34,9,11,141,0.051535087719298246,medium
instagram,post_8793,20-09-2024 20:00,5,trending post about fashion 🚀,#startup #fashion,video,49711,50456,2753,326,212,0,3291,0.066202651,high
tiktok,post_8794,11-08-2024 00:00,5,amazing post about fashion 🚀,#ai #photography #food #fitness,text,3163,4544,226,58,30,5,319,0.10085361998103066,high
twitter,post_8795,02-06-2024 15:00,2,insightful post about fitness 💻,#fitness #coding,image,8401,11223,397,112,90,16,615,0.073205571,high
twitter,post_8796,04-02-2025 18:00,5,insightful post about startup ✈️,#music #ai #travel,video,10156,10835,879,71,155,38,1143,0.11254430878298542,high
instagram,post_8797,12-11-2024 14:00,4,trending post about travel ✈️,#coding #fitness,video,5538,7849,267,63,51,20,401,0.072408812,high
twitter,post_8798,13-07-2024 15:00,1,insightful post about design ✨,#fashion #food,carousel,4543,5997,60,130,72,27,289,0.063614352,medium
instagram,post_8799,15-06-2024 03:00,6,amazing post about fitness 🔥,#fashion #ai #fitness,carousel,5701,6311,337,120,22,42,521,0.091387476,high
twitter,post_8800,12-06-2024 09:00,5,bold post about ai 🚀,#fitness,text,14361,19818,635,240,277,96,1248,0.086902026,high
tiktok,post_8801,27-02-2024 15:00,2,trending post about coding 📸,#fashion #startup,video,5826,7196,441,50,31,20,542,0.093031239,high
instagram,post_8802,15-09-2024 16:00,6,deep post about food 📸,#ai #food #startup #fashion,carousel,41273,32121,1649,615,121,164,2549,0.061759504,medium
twitter,post_8803,21-05-2024 14:00,2,insightful post about fitness 🔥,#ai #coding,video,3825,2977,158,29,38,10,235,0.061437908,medium
linkedin,post_8804,30-01-2025 16:00,3,insightful post about startup 🚀,#coding,video,17324,1087,49,23,5,2,79,0.004560148,low
tiktok,post_8805,05-02-2024 17:00,4,fresh post about startup 💪,#photography #travel #startup #fitness,image,1499,140,3,1,0,0,4,0.002668446,low
tiktok,post_8806,22-02-2024 08:00,6,catchy post about photography 🎵,#photography #fitness #travel,carousel,3825,4330,171,94,24,26,315,0.082352941,high
twitter,post_8807,04-08-2024 08:00,1,insightful post about travel 🍔,#ai #fashion #music,text,3682,3145,129,35,53,5,222,0.060293318848451925,medium
tiktok,post_8808,04-12-2024 12:00,1,fun post about design 🍔,#ai #design #fitness,image,2786,3213,137,48,14,4,203,0.072864322,high
instagram,post_8809,28-07-2024 19:00,3,viral post about design 💡,#startup #ai #travel #fitness,image,10858,15494,658,218,116,12,1004,0.092466384,high
instagram,post_8810,23-11-2024 06:00,1,bold post about photography ✈️,#fashion #ai,carousel,7357,5195,150,96,12,28,286,0.038874541253228215,medium
instagram,post_8811,27-05-2024 05:00,6,quick post about photography 🔥,#coding #design #music #fashion,video,929,165,11,1,1,0,13,0.013993541442411194,low
twitter,post_8812,28-04-2024 15:00,2,catchy post about food 💡,#travel #ai #food #fashion,text,59707,57229,1155,329,983,159,2626,0.043981442711909825,medium
tiktok,post_8813,27-02-2024 16:00,0,insightful post about food 🚀,#fashion,image,9762,1899,103,20,3,1,127,0.013009629,low
instagram,post_8814,24-05-2024 03:00,2,fresh post about photography 🎯,#music #fitness #startup #design,image,8212,7808,308,101,46,4,459,0.055893813930832925,medium
tiktok,post_8815,08-11-2024 00:00,5,deep post about fitness 🍔,#food #design #photography,video,30135,24566,1557,329,116,51,2053,0.068126763,high
tiktok,post_8816,16-04-2024 12:00,0,fresh post about design 🎯,#startup #coding #photography #music,image,21882,23691,1025,218,113,39,1395,0.063751028,medium
twitter,post_8817,24-12-2024 13:00,1,amazing post about ai 🚀,#travel,image,6113,3416,175,34,51,5,265,0.043350237,medium
twitter,post_8818,09-07-2024 18:00,4,viral post about startup 💻,#ai #coding #photography #travel,image,1249,322,15,4,4,0,23,0.018414731785428344,low
twitter,post_8819,18-10-2024 17:00,6,trending post about startup 💻,#travel #music #photography #startup,image,14348,5631,118,43,95,6,262,0.018260385,low
instagram,post_8820,23-07-2024 15:00,0,catchy post about fitness 🔥,#food #fitness #fashion,image,3193,3324,129,8,16,2,155,0.048543689,medium
instagram,post_8821,19-04-2024 10:00,2,catchy post about ai 🎵,#fashion #photography #food #coding,text,28080,20872,1034,280,57,4,1375,0.048967236,medium
linkedin,post_8822,19-04-2024 13:00,2,insightful post about coding 🎯,#food #design,image,3828,3193,94,36,15,7,152,0.039707419,medium
instagram,post_8823,19-10-2024 22:00,5,fresh post about coding 💪,#food #ai #photography,video,5257,2724,203,24,11,6,244,0.046414304736541755,medium
instagram,post_8824,06-11-2024 20:00,2,trending post about coding ✨,#ai,carousel,2215,2798,121,59,17,21,218,0.098419865,high
linkedin,post_8825,27-06-2024 05:00,6,fresh post about travel 💡,#ai,video,2393,3587,207,48,8,9,272,0.11366485582950271,high
instagram,post_8826,27-09-2024 05:00,6,catchy post about food 💪,#fitness,video,7365,3702,246,49,33,7,335,0.045485404,medium
tiktok,post_8827,07-06-2024 21:00,5,fun post about fashion 💪,#fitness #fashion #photography #ai,video,6719,7337,444,132,38,18,632,0.094061616,high
instagram,post_8828,23-05-2024 07:00,2,viral post about startup 💪,#fashion #startup,carousel,5134,1530,59,26,3,8,96,0.018698870276587457,low
twitter,post_8829,22-01-2024 04:00,3,catchy post about design 🍔,#food #fitness #photography,carousel,63233,71233,3840,1453,1039,366,6698,0.10592570335109831,high
instagram,post_8830,28-02-2024 17:00,1,insightful post about fashion 🚀,#design #music,video,14918,10065,600,100,40,26,766,0.051347366,medium
instagram,post_8831,11-03-2024 21:00,4,insightful post about fashion ✈️,#food #photography,carousel,8286,7686,323,160,26,48,557,0.06722182,high
twitter,post_8832,04-02-2024 19:00,5,trending post about music 🎯,#startup,video,614,242,15,1,3,0,19,0.030944625407166124,low
tiktok,post_8833,10-03-2024 13:00,3,deep post about travel ✨,#ai,image,18604,23904,1244,192,226,46,1708,0.091808213,high
twitter,post_8834,12-07-2024 09:00,1,viral post about photography 🍔,#fitness #startup,carousel,161967,48806,692,884,914,252,2742,0.016929374502213414,low
linkedin,post_8835,18-10-2024 22:00,6,fresh post about startup 🔥,#design #photography,video,6814,9515,607,129,51,27,814,0.11945993542706193,high
instagram,post_8836,07-05-2024 16:00,5,trending post about fitness 🍔,#coding #startup #fitness,text,3702,513,22,4,1,0,27,0.007293355,low
twitter,post_8837,25-06-2024 05:00,0,deep post about fashion 💡,#music,image,9640,4507,172,11,70,16,269,0.027904564,low
twitter,post_8838,09-05-2024 15:00,3,fun post about travel 🚀,#coding,image,2036,1763,51,18,29,5,103,0.050589390962671905,medium
linkedin,post_8839,17-04-2024 07:00,5,bold post about coding ✈️,#fashion #ai #fitness #photography,text,12962,16782,770,236,90,15,1111,0.085712081,high
instagram,post_8840,13-07-2024 17:00,6,fresh post about design 🚀,#photography,image,36423,32295,1478,253,209,43,1983,0.054443620789061856,medium
twitter,post_8841,29-05-2024 17:00,3,bold post about photography ✨,#ai #design #coding,text,4242,1541,80,15,24,4,123,0.028995756718528994,low
linkedin,post_8842,22-05-2024 01:00,3,deep post about startup 🎵,#travel #food #music #ai,text,4378,5672,348,84,31,11,474,0.10826861580630424,high
instagram,post_8843,19-09-2024 13:00,3,bold post about startup 💡,#coding #design #ai,carousel,7582,6933,142,130,17,39,328,0.043260353468741755,medium
linkedin,post_8844,22-06-2024 11:00,0,amazing post about food 🍔,#food,video,5008,1937,122,29,9,3,163,0.032547923322683706,low
instagram,post_8845,30-05-2024 22:00,2,catchy post about music 🍔,#music,video,1885,1629,73,13,14,3,103,0.054641909814323604,medium
tiktok,post_8846,14-01-2024 07:00,6,insightful post about startup 💪,#design #fitness,carousel,5612,5775,245,95,34,40,414,0.073770492,high
linkedin,post_8847,18-06-2024 02:00,3,catchy post about fitness ✈️,#travel #music,carousel,4605,4774,195,147,35,27,404,0.087730727,high
tiktok,post_8848,16-11-2024 14:00,1,catchy post about music 🍔,#travel #ai #photography,video,31878,35059,1655,298,316,86,2355,0.0738754,high
twitter,post_8849,13-11-2024 17:00,2,fun post about music 🍔,#music #startup #design #food,text,25829,34838,1228,376,440,85,2129,0.08242673,high
instagram,post_8850,25-01-2024 04:00,0,fun post about ai 🚀,#travel,video,32871,40957,2109,728,417,132,3386,0.10300873110036202,high
linkedin,post_8851,08-01-2024 02:00,4,viral post about travel ✨,#coding #food,text,18164,16913,498,232,117,32,879,0.048392424576084565,medium
twitter,post_8852,17-01-2025 10:00,0,insightful post about startup ✨,#music #fashion,image,10054,971,28,11,16,2,57,0.005669385,low
instagram,post_8853,20-10-2024 22:00,4,fresh post about food 💡,#photography,image,3479,3954,169,67,14,9,259,0.07444668,high
tiktok,post_8854,20-01-2024 05:00,1,fun post about food 🎵,#ai,video,30619,44816,2340,226,288,60,2914,0.095169666,high
twitter,post_8855,02-11-2024 06:00,4,deep post about travel 🔥,#fitness #music #startup #ai,image,11573,5706,207,79,76,10,372,0.032143782943057114,low
instagram,post_8856,24-05-2024 02:00,5,quick post about fashion 💡,#coding #travel,carousel,2426,2256,105,46,11,11,173,0.0713108,high
instagram,post_8857,07-08-2024 01:00,3,viral post about photography 💻,#fashion #food #travel #coding,image,3349,3900,44,33,22,10,109,0.032547029,low
instagram,post_8858,01-01-2024 23:00,2,deep post about startup 💡,#fashion #photography #startup #coding,text,2389,2333,128,23,10,8,169,0.070740896,high
twitter,post_8859,28-09-2024 14:00,6,trending post about ai 🍔,#music,image,1141,1583,79,14,27,0,120,0.10517090271691498,high
tiktok,post_8860,19-11-2024 11:00,5,viral post about fitness 📸,#design #fashion #photography #coding,video,12050,8872,664,130,35,26,855,0.070954357,high
twitter,post_8861,10-05-2024 17:00,2,amazing post about travel 💻,#travel,image,2449,2011,86,20,22,3,131,0.053491221,medium
tiktok,post_8862,31-08-2024 05:00,3,viral post about travel 🔥,#music #startup #design,video,3904,411,20,4,1,1,26,0.006659836,low
linkedin,post_8863,28-12-2024 01:00,2,insightful post about fitness 💪,#food #fitness #coding #photography,image,8523,11551,244,154,86,26,510,0.059838085181274196,medium
tiktok,post_8864,15-12-2024 12:00,0,deep post about ai 🎵,#fashion #design,image,6815,2932,86,31,29,8,154,0.022597212,low
instagram,post_8865,25-08-2024 00:00,3,catchy post about design 🍔,#design #fashion,video,4070,5977,319,52,45,11,427,0.10491400491400492,high
tiktok,post_8866,25-06-2024 07:00,3,amazing post about food 🚀,#ai #design #travel,image,37109,12730,453,73,90,26,642,0.017300385351262496,low
twitter,post_8867,11-03-2024 21:00,2,catchy post about coding 🎯,#fitness #fashion #travel,image,1860,776,35,10,11,2,58,0.031182796,low
twitter,post_8868,02-06-2024 16:00,6,trending post about travel 📸,#coding #design #fashion #ai,carousel,1938,1458,72,30,28,12,142,0.073271414,high
tiktok,post_8869,28-10-2024 17:00,5,bold post about food ✈️,#food #fitness,image,12908,13007,759,160,82,19,1020,0.079020762,high
twitter,post_8870,19-09-2024 09:00,4,catchy post about startup 💪,#coding #fitness,video,4432,3053,150,23,50,6,229,0.051669675090252706,medium
linkedin,post_8871,29-02-2024 01:00,6,fresh post about photography 🔥,#food,image,4266,2389,107,44,14,3,168,0.039381153,medium
instagram,post_8872,01-05-2024 22:00,6,amazing post about design ✨,#travel,image,2854,2377,70,27,6,4,107,0.03749124,medium
tiktok,post_8873,18-07-2024 16:00,1,insightful post about music 🔥,#design #travel,video,11463,16501,975,172,95,24,1266,0.11044229259356189,high
instagram,post_8874,28-11-2024 18:00,6,fun post about ai 💻,#coding,image,10254,14815,481,193,30,14,718,0.070021455,high
linkedin,post_8875,28-04-2024 08:00,4,quick post about food ✨,#ai,carousel,9228,4850,84,116,32,31,263,0.028500216731686172,low
instagram,post_8876,27-04-2024 00:00,0,viral post about food 🔥,#startup,text,4623,4790,96,66,27,10,199,0.043045641358425264,medium
instagram,post_8877,15-04-2024 11:00,3,viral post about photography 💪,#travel #design #fashion,image,3923,4302,130,34,16,4,184,0.04690288,medium
instagram,post_8878,28-03-2024 01:00,3,viral post about food 🎵,#fashion #startup,text,6983,6965,352,70,50,5,477,0.06830875,high
twitter,post_8879,06-12-2024 02:00,0,deep post about food 💪,#design #food,image,21401,4576,194,32,65,13,304,0.014204943694219896,low
instagram,post_8880,18-05-2024 05:00,1,fresh post about food ✨,#design #startup,image,38977,32438,1280,212,140,48,1680,0.043102342407060575,medium
twitter,post_8881,24-09-2024 12:00,3,fresh post about food ✨,#ai,image,24721,28595,1268,245,459,121,2093,0.08466486,high
twitter,post_8882,20-06-2024 18:00,4,insightful post about photography 💻,#fitness #ai #fashion #coding,video,13536,4618,225,43,69,8,345,0.025487588652482268,low
instagram,post_8883,22-01-2025 07:00,0,quick post about food 🚀,#music #travel #photography #startup,video,21737,12061,490,140,65,24,719,0.033077242,low
instagram,post_8884,15-02-2024 06:00,3,bold post about food 💪,#travel,image,2585,893,35,7,6,1,49,0.018955512572533847,low
tiktok,post_8885,02-04-2024 18:00,4,bold post about startup ✨,#fashion #fitness #photography,carousel,4068,5435,209,118,19,24,370,0.090953786,high
tiktok,post_8886,28-01-2024 23:00,0,fresh post about fitness 💻,#photography #design #startup,video,13789,17854,775,161,59,10,1005,0.072884183,high
tiktok,post_8887,14-03-2024 15:00,0,quick post about food 📸,#ai #startup,image,7300,2156,54,18,9,7,88,0.012054794520547946,low
tiktok,post_8888,29-09-2024 23:00,0,viral post about travel 🚀,#design #coding #travel #photography,video,11456,13206,793,156,64,44,1057,0.092266061,high
instagram,post_8889,06-12-2024 09:00,1,amazing post about music 🔥,#fitness #music #startup,text,21678,12524,344,104,78,12,538,0.024817788,low
instagram,post_8890,26-06-2024 18:00,0,amazing post about ai 📸,#music #fitness #photography #fashion,image,18572,19406,1092,300,172,48,1612,0.086797329,high
instagram,post_8891,13-02-2025 04:00,6,bold post about coding 🎯,#startup #food #travel #music,image,2821,2159,132,24,10,7,173,0.061325771,medium
tiktok,post_8892,28-11-2024 09:00,5,deep post about fitness 🚀,#fashion #travel #ai,video,8299,6094,371,35,30,4,440,0.053018435956139295,medium
linkedin,post_8893,10-12-2024 10:00,2,quick post about food ✨,#fitness,video,3326,4416,242,64,16,8,330,0.09921828,high
twitter,post_8894,06-05-2024 13:00,2,trending post about photography ✈️,#fashion #fitness,video,3824,3723,128,30,50,5,213,0.055700836820083685,medium
instagram,post_8895,02-02-2025 23:00,0,viral post about ai ✨,#startup #ai,image,1564,612,41,3,3,1,48,0.030690537084398978,low
instagram,post_8896,12-01-2024 18:00,3,insightful post about photography ✨,#music #design #fashion,video,9361,1971,92,25,10,6,133,0.014207883773101164,low
instagram,post_8897,17-02-2025 17:00,6,quick post about photography 💪,#ai,video,1459,2047,149,27,15,4,195,0.13365318711446195,high
twitter,post_8898,29-05-2024 21:00,6,viral post about ai ✨,#fashion #startup #fitness,video,12117,3300,241,25,57,8,331,0.027316992654947594,low
instagram,post_8899,10-02-2024 22:00,2,viral post about fitness 🔥,#coding #photography #food,image,31622,35239,866,427,237,0,1530,0.048384036,medium
linkedin,post_8900,04-10-2024 00:00,4,viral post about fitness ✈️,#fashion #food #photography #fitness,video,13871,10666,466,188,22,28,704,0.05075337,medium
twitter,post_8901,20-12-2024 07:00,4,viral post about food 💻,#design #photography #food #music,image,8634,2185,85,21,35,4,145,0.016794069955987954,low
linkedin,post_8902,19-01-2025 01:00,3,trending post about coding 💡,#music #design,video,37688,44326,1974,791,138,184,3087,0.081909361,high
tiktok,post_8903,10-02-2025 01:00,4,insightful post about design 💪,#music #fashion #ai #fitness,text,11342,15442,526,168,19,40,753,0.066390407,high
tiktok,post_8904,22-12-2024 07:00,5,deep post about fitness 🍔,#coding #design #ai #travel,video,3519,795,24,10,4,1,39,0.011082693947144074,low
tiktok,post_8905,14-01-2024 08:00,3,insightful post about design 🚀,#food,image,9282,1367,47,8,10,5,70,0.007541478,low
tiktok,post_8906,16-01-2025 13:00,4,viral post about travel 🎯,#food #travel #music,video,57608,73869,4709,771,474,142,6096,0.10581863630051382,high
tiktok,post_8907,19-01-2024 16:00,0,bold post about ai 💪,#food #startup #design,carousel,2817,2187,76,45,7,13,141,0.050053248,medium
tiktok,post_8908,19-01-2024 21:00,6,fresh post about fitness ✨,#startup,carousel,2138,2198,77,36,23,10,146,0.06828812,high
twitter,post_8909,19-08-2024 18:00,4,insightful post about design 💪,#music #fashion #travel #coding,video,15086,10411,462,70,173,14,719,0.047660082,medium
linkedin,post_8910,09-12-2024 02:00,6,viral post about startup 💡,#fashion #coding #startup #photography,image,6576,4261,239,43,14,5,301,0.045772506,medium
tiktok,post_8911,09-09-2024 05:00,0,amazing post about coding 💻,#fitness #travel #fashion,video,4859,2354,121,23,2,4,150,0.030870549495781024,low
tiktok,post_8912,22-11-2024 12:00,4,amazing post about travel 💪,#fashion #coding,video,2400,2078,113,18,9,1,141,0.05875,medium
linkedin,post_8913,05-07-2024 16:00,4,trending post about ai 💡,#fitness #fashion #design,text,1252,352,15,3,0,0,18,0.014376997,low
instagram,post_8914,10-11-2024 15:00,4,fresh post about music 🎵,#travel #food,video,1988,2166,91,29,6,4,130,0.065392354,high
instagram,post_8915,14-06-2024 13:00,0,insightful post about photography 🍔,#fitness #coding #photography #food,video,40838,34576,1772,387,55,18,2232,0.054654978,medium
twitter,post_8916,09-10-2024 12:00,4,quick post about design 💡,#coding #music,video,8131,10398,630,81,140,28,879,0.10810478415938998,high
twitter,post_8917,13-01-2024 03:00,4,catchy post about photography 💪,#travel #food,image,1238,1715,77,18,23,6,124,0.10016155088852989,high
tiktok,post_8918,01-08-2024 03:00,6,amazing post about startup 🎵,#travel #photography,carousel,26578,36035,1632,694,117,224,2667,0.10034615095191511,high
twitter,post_8919,03-01-2024 15:00,5,fresh post about food 🔥,#fitness #design,video,27956,25769,1429,136,505,58,2128,0.076119617,high
twitter,post_8920,21-12-2024 01:00,1,viral post about travel 💻,#design #ai,text,27801,14238,477,154,208,0,839,0.030178771,low
twitter,post_8921,13-05-2024 08:00,0,bold post about fashion 💻,#travel #fitness #ai,video,5410,3072,223,45,54,8,330,0.060998152,medium
instagram,post_8922,14-07-2024 09:00,5,insightful post about ai 🍔,#ai,image,6293,6268,266,89,38,12,405,0.064357222,medium
tiktok,post_8923,10-09-2024 21:00,2,viral post about coding 💻,#fashion #photography #design #music,video,9398,10171,469,104,46,25,644,0.068525218,high
tiktok,post_8924,25-11-2024 00:00,6,fresh post about food 🎵,#ai #food #travel,image,32994,9365,378,81,37,7,503,0.015245196096259926,low
instagram,post_8925,14-04-2024 05:00,3,fun post about fitness 💻,#travel,image,4752,7113,412,83,54,12,561,0.11805555555555555,high
twitter,post_8926,03-01-2025 01:00,6,viral post about food 🎯,#fashion #coding #photography,image,3910,804,43,8,10,2,63,0.016112531969309462,low
twitter,post_8927,24-01-2024 11:00,1,fresh post about coding 💪,#fashion,video,16347,15207,727,145,209,18,1099,0.067229461,high
instagram,post_8928,11-07-2024 00:00,5,insightful post about design 💡,#fashion #ai #design,video,27253,22347,1494,348,83,37,1962,0.071992074,high
instagram,post_8929,29-12-2024 19:00,5,trending post about food 🎵,#food #music #fitness #ai,image,7786,7061,305,62,36,20,423,0.054328281530952996,medium
linkedin,post_8930,10-01-2024 13:00,4,insightful post about ai ✈️,#food #design #fitness #travel,video,15942,13135,880,234,41,35,1190,0.07464559,high
twitter,post_8931,28-11-2024 09:00,2,amazing post about coding ✈️,#food #fashion,video,9167,1228,49,12,20,3,84,0.009163303,low
instagram,post_8932,19-01-2024 01:00,2,insightful post about travel 🎵,#startup,text,6402,9565,350,99,68,12,529,0.082630428,high
instagram,post_8933,19-04-2024 05:00,4,insightful post about fitness 🚀,#photography #coding #music,video,3635,5353,367,27,19,9,422,0.11609353507565337,high
tiktok,post_8934,30-06-2024 07:00,5,insightful post about music 🎯,#photography #food,video,2655,2151,150,28,13,2,193,0.072693032,high
tiktok,post_8935,23-06-2024 19:00,6,bold post about photography 📸,#coding #ai #travel,image,4481,1577,75,19,5,1,100,0.022316447,low
tiktok,post_8936,21-05-2024 17:00,5,quick post about music 🎵,#fashion #travel #ai #fitness,carousel,3153,994,49,20,5,5,79,0.025055502695845226,low
instagram,post_8937,09-12-2024 08:00,4,trending post about photography 🔥,#photography #fitness #coding #design,video,10858,1441,107,18,10,2,137,0.012617424940136304,low
linkedin,post_8938,27-07-2024 07:00,1,trending post about startup ✨,#startup,text,27479,25753,1103,418,134,92,1747,0.063575822,medium
twitter,post_8939,06-07-2024 20:00,0,fresh post about coding 📸,#design #startup #photography,image,10036,7461,211,45,110,24,390,0.038860103626943004,medium
instagram,post_8940,20-02-2025 11:00,1,fun post about coding 🎵,#fashion #music #design,video,3326,2174,135,15,20,5,175,0.052615754660252555,medium
twitter,post_8941,31-03-2024 02:00,0,catchy post about music 🚀,#food #fashion,video,19160,15549,765,152,244,16,1177,0.061430063,medium
twitter,post_8942,29-01-2024 05:00,2,deep post about photography 🍔,#coding #travel #fashion #ai,image,11003,14475,722,71,192,14,999,0.09079342,high
linkedin,post_8943,20-08-2024 12:00,3,fresh post about fashion ✈️,#photography #coding,video,13390,2042,104,37,6,3,150,0.011202389843166542,low
linkedin,post_8944,23-07-2024 19:00,4,viral post about startup 🎯,#fitness #travel,text,4920,4127,156,59,39,9,263,0.053455284552845525,medium
instagram,post_8945,11-02-2024 22:00,1,insightful post about coding 📸,#design,video,25269,26948,1700,280,94,68,2142,0.084767897,high
